,source,target,weight
15988,406,111,2
15989,2445,1344,1
15990,2981,4082,2
15991,1786,3848,5
15992,4484,2545,2
15993,2580,3019,2
15994,532,675,5
15995,660,483,1
15996,5512,3523,1
15997,3800,2146,-4
15998,2901,646,1
15999,4521,1685,1
16000,1500,2626,9
16001,1324,1770,1
16002,5134,2204,1
16003,4289,4115,1
16004,2587,2990,4
16005,165,728,1
16006,2302,2682,-10
16007,2839,2077,7
16008,3150,3625,2
16009,1685,510,1
16010,1764,4564,-10
16011,2196,3122,1
16012,565,881,1
16013,831,4206,1
16014,688,896,2
16015,452,0,1
16016,4870,4325,1
16017,1774,1707,3
16018,26,5136,1
16019,3549,1629,1
16020,2602,1764,1
16021,4428,2264,2
16022,2955,4904,1
16023,26,4056,1
16024,1333,170,2
16025,2338,5477,-10
16026,26,3666,1
16027,412,124,1
16028,681,1567,1
16029,255,820,3
16030,26,4148,1
16031,2146,3497,1
16032,2790,2505,1
16033,3294,2338,1
16034,1921,1950,3
16035,2074,1571,4
16036,1523,505,1
16037,376,761,3
16038,3331,4233,3
16039,1012,1280,1
16040,2959,1624,2
16041,2095,2446,-5
16042,3807,3659,1
16043,2890,864,1
16044,3759,3743,1
16045,5413,4194,-10
16046,147,340,1
16047,2581,2125,2
16048,4596,1764,-10
16049,4444,977,3
16050,1711,2247,1
16051,299,343,1
16052,4514,4436,2
16053,3719,4657,-10
16054,176,338,1
16055,4206,5603,5
16056,1998,3759,1
16057,4127,2545,3
16058,2972,2328,1
16059,1089,669,1
16060,1321,3888,1
16061,2001,10,2
16062,594,428,1
16063,1624,1633,1
16064,1344,1685,1
16065,1568,4323,1
16066,26,5869,-10
16067,2839,3822,1
16068,3523,3032,1
16069,1738,1725,2
16070,2016,691,1
16071,3898,4333,2
16072,4663,5344,10
16073,86,1966,-10
16074,1052,867,1
16075,1764,3258,4
16076,2469,1853,1
16077,5349,5309,1
16078,3523,3919,1
16079,4559,5355,3
16080,2884,2882,1
16081,1389,26,1
16082,173,163,1
16083,1800,2220,1
16084,2721,2660,1
16085,506,3020,1
16086,4470,3378,2
16087,5349,1786,2
16088,2587,2931,2
16089,4280,313,1
16090,288,21,1
16091,615,6,1
16092,432,359,1
16093,3668,2876,10
16094,4366,4671,2
16095,98,4083,-1
16096,10,5608,-2
16097,864,2099,1
16098,3838,2273,1
16099,2657,2472,1
16100,1839,2451,-10
16101,1522,1993,5
16102,1902,2544,1
16103,70,852,2
16104,5192,3356,2
16105,455,440,1
16106,436,885,3
16107,1931,1918,1
16108,4127,4427,1
16109,4592,4589,1
16110,2839,2535,1
16111,3814,3555,5
16112,4092,3826,1
16113,1541,505,1
16114,217,237,5
16115,3910,2117,1
16116,10,160,1
16117,2077,4092,1
16118,1430,1276,1
16119,98,1910,-10
16120,2144,18,4
16121,264,2035,1
16122,1344,1647,3
16123,3819,4783,1
16124,5462,3646,2
16125,5532,5630,1
16126,2469,1794,1
16127,1354,1293,3
16128,2212,1486,1
16129,3496,3942,1
16130,4145,977,5
16131,3715,4588,-10
16132,4949,3802,3
16133,1629,1935,2
16134,4372,4545,10
16135,5707,4092,3
16136,5804,1764,1
16137,2689,2690,2
16138,3743,3898,1
16139,2315,2150,2
16140,1176,2144,5
16141,3257,3230,-10
16142,2016,3356,1
16143,226,0,2
16144,569,936,1
16145,2218,701,-3
16146,0,4372,1
16147,1764,5122,-10
16148,5366,3910,1
16149,4372,4654,-10
16150,240,2587,1
16151,1293,1484,1
16152,2660,2676,1
16153,3659,2587,1
16154,691,768,4
16155,38,93,1
16156,2756,2757,1
16157,2545,4608,1
16158,2419,2360,1
16159,1585,1873,2
16160,1547,2195,5
16161,506,2677,1
16162,3062,3892,1
16163,2635,2649,-10
16164,3670,3555,1
16165,4310,4309,10
16166,385,6,3
16167,5717,4092,1
16168,98,1310,-2
16169,2770,1907,1
16170,964,1098,1
16171,1679,2434,1
16172,82,72,1
16173,2819,1326,-1
16174,2103,163,1
16175,1500,1486,3
16176,4274,3503,1
16177,293,217,4
16178,5382,2949,1
16179,1540,1512,1
16180,2047,2048,-1
16181,3506,5543,5
16182,4047,26,1
16183,3751,4104,1
16184,2580,2581,-10
16185,2953,3806,1
16186,519,691,1
16187,2387,3294,1
16188,1176,3305,10
16189,1571,2070,5
16190,669,1870,1
16191,3378,4775,3
16192,10,1787,1
16193,526,428,2
16194,2839,3391,2
16195,32,3,5
16196,4206,4502,1
16197,1859,4051,1
16198,492,455,1
16199,5355,3275,3
16200,2077,5100,-10
16201,26,3384,1
16202,2587,4954,2
16203,4994,5004,1
16204,5496,2974,1
16205,3573,3536,2
16206,2820,1907,3
16207,26,2039,1
16208,3825,1764,10
16209,1813,2701,-10
16210,2450,2442,1
16211,1521,0,4
16212,791,845,3
16213,4533,4092,3
16214,5356,1310,2
16215,2354,4092,3
16216,5746,1998,2
16217,3724,3554,1
16218,2627,2433,2
16219,3,3623,1
16220,56,42,4
16221,2023,3232,1
16222,2077,5016,-10
16223,565,3668,-10
16224,1893,1631,1
16225,3857,2893,1
16226,1902,2093,1
16227,1853,1474,1
16228,1853,4922,1
16229,42,110,2
16230,1725,0,2
16231,26,2343,1
16232,5321,5322,2
16233,4196,321,1
16234,1261,279,1
16235,3955,3426,1
16236,1981,2940,1
16237,1853,894,1
16238,2160,2279,1
16239,4127,3659,1
16240,2699,4092,1
16241,4427,26,4
16242,2295,3841,1
16243,4154,4135,10
16244,841,139,10
16245,1776,1324,2
16246,4027,2953,2
16247,4789,4413,1
16248,5170,2139,1
16249,0,194,1
16250,1326,505,1
16251,4931,3191,3
16252,747,743,1
16253,2077,5194,-2
16254,977,4090,1
16255,0,1668,2
16256,977,5477,-10
16257,521,350,2
16258,1624,1541,1
16259,163,943,-10
16260,1459,688,1
16261,3405,26,3
16262,4633,4521,1
16263,2077,4991,-10
16264,26,4010,1
16265,1764,3009,1
16266,2247,1500,-10
16267,2254,4171,1
16268,1352,18,2
16269,5135,5138,1
16270,183,588,1
16271,1185,987,1
16272,551,1293,1
16273,26,2383,1
16274,1121,1284,1
16275,2570,3517,1
16276,684,646,1
16277,2077,5138,-2
16278,2669,1900,2
16279,3453,4094,1
16280,2592,2981,4
16281,1743,1647,1
16282,6,2,6
16283,317,876,1
16284,2535,2593,1
16285,3139,2338,3
16286,2839,3189,1
16287,26,3139,2
16288,1827,1834,1
16289,5598,5319,1
16290,2955,2338,3
16291,1310,3825,1
16292,3433,26,1
16293,1725,1759,1
16294,2295,2166,1
16295,1668,495,2
16296,1426,1344,2
16297,5521,5388,2
16298,1474,506,1
16299,1898,1875,1
16300,5364,4123,10
16301,848,403,3
16302,3910,5609,-5
16303,3062,523,1
16304,2309,1981,1
16305,3566,4555,1
16306,306,5134,1
16307,815,816,1
16308,10,1983,3
16309,216,362,1
16310,3649,4206,1
16311,26,1766,1
16312,859,3674,2
16313,1293,1965,1
16314,3281,2587,2
16315,3643,4206,6
16316,1814,2310,2
16317,1276,1144,4
16318,1624,2125,1
16319,2269,4480,1
16320,3445,3349,1
16321,4792,3819,1
16322,2852,1907,1
16323,791,968,2
16324,4216,3700,2
16325,5532,4092,2
16326,3593,3458,2
16327,3378,4427,1
16328,3800,2839,-10
16329,42,121,1
16330,163,497,3
16331,2545,3400,1
16332,3564,5064,1
16333,1576,1276,2
16334,2266,2150,2
16335,4690,4230,5
16336,368,430,1
16337,4559,3832,2
16338,103,444,3
16339,4741,4521,9
16340,1,591,1
16341,1344,1519,2
16342,867,920,1
16343,2033,2016,2
16344,726,892,1
16345,2956,2295,1
16346,16,85,1
16347,4458,4455,-10
16348,4027,4558,2
16349,3275,1428,1
16350,3218,3190,1
16351,2096,1839,6
16352,5363,5134,1
16353,1913,26,1
16354,4316,4504,1
16355,1505,1341,2
16356,2354,4004,2
16357,4466,4451,1
16358,2820,3285,1
16359,1603,2819,-1
16360,4904,4473,1
16361,5156,4936,1
16362,987,1159,1
16363,4571,4643,10
16364,967,1015,2
16365,3564,5479,1
16366,321,163,1
16367,1642,1630,1
16368,1231,3743,1
16369,3638,1853,1
16370,393,364,2
16371,3728,321,4
16372,3032,960,1
16373,2938,500,3
16374,4521,2062,1
16375,217,179,5
16376,4689,4720,1
16377,127,113,1
16378,5718,5772,1
16379,2083,1981,1
16380,2218,2150,2
16381,3621,977,1
16382,4166,4168,-1
16383,648,646,1
16384,269,1629,-5
16385,841,1814,1
16386,1144,3632,2
16387,2545,1576,1
16388,3,383,-8
16389,2338,5134,1
16390,1435,83,1
16391,19,1341,-10
16392,2047,2039,1
16393,1576,2545,1
16394,1486,1459,1
16395,2545,1981,1
16396,506,2070,1
16397,601,771,1
16398,3642,4972,1
16399,5876,5877,1
16400,4206,4521,7
16401,1317,1316,2
16402,2338,4078,1
16403,1341,1357,1
16404,2580,2590,1
16405,2269,3819,3
16406,1011,441,1
16407,2020,3716,-10
16408,1176,1500,5
16409,3711,4579,-10
16410,3060,977,1
16411,4348,26,4
16412,2077,4875,-10
16413,163,407,5
16414,1354,2684,1
16415,269,98,1
16416,3356,2974,1
16417,758,716,2
16418,1981,10,7
16419,1163,1853,10
16420,931,396,3
16421,1719,1753,1
16422,2328,3566,1
16423,2852,2816,1
16424,5198,4230,1
16425,59,363,1
16426,2292,2125,1
16427,2901,2778,2
16428,0,45,3
16429,2264,4917,1
16430,0,42,8
16431,552,6,5
16432,1872,1698,1
16433,93,38,1
16434,42,16,1
16435,2614,2601,8
16436,26,3130,1
16437,1293,3751,1
16438,4470,4115,2
16439,128,205,8
16440,4115,2287,1
16441,385,1344,9
16442,3503,3540,1
16443,4084,3893,2
16444,4465,4427,4
16445,4558,4092,5
16446,10,2587,1
16447,3850,1521,1
16448,1080,306,1
16449,2819,127,-1
16450,420,409,1
16451,4951,26,1
16452,2218,3481,-10
16453,1814,1541,1
16454,420,335,3
16455,217,257,4
16456,323,2669,1
16457,4698,4092,1
16458,41,3209,5
16459,688,84,1
16460,45,680,1
16461,3378,321,4
16462,2338,4914,1
16463,3413,4783,1
16464,4171,2949,1
16465,1825,1725,1
16466,3453,4245,1
16467,3523,4023,2
16468,45,3275,1
16469,2534,10,2
16470,2654,452,5
16471,3282,3962,1
16472,551,163,6
16473,5158,5134,3
16474,4366,3751,5
16475,5442,5577,1
16476,2125,2213,-2
16477,1679,1522,3
16478,1521,3275,1
16479,5739,5736,10
16480,1444,1585,1
16481,70,1123,2
16482,10,2075,2
16483,1144,2096,1
16484,5827,5826,5
16485,2062,4455,1
16486,441,3759,1
16487,4545,2016,2
16488,3646,2472,-1
16489,1866,1933,1
16490,1310,205,-10
16491,4471,41,2
16492,3062,4620,1
16493,441,3638,6
16494,3247,2247,2
16495,217,357,5
16496,2016,5707,1
16497,2338,5745,-1
16498,1513,1631,1
16499,3523,1998,1
16500,1786,1948,1
16501,1624,1144,2
16502,3046,3277,1
16503,428,111,5
16504,1176,2848,1
16505,5272,3670,1
16506,69,1610,3
16507,42,54,3
16508,2819,54,-1
16509,2624,2626,10
16510,5565,3800,1
16511,4377,3282,2
16512,3802,5029,1
16513,2254,5319,1
16514,3696,26,2
16515,1907,2338,1
16516,626,1216,2
16517,5532,5491,4
16518,1686,26,1
16519,3743,4545,2
16520,30,1276,2
16521,3402,3150,2
16522,27,350,2
16523,4092,4264,-10
16524,4504,1925,1
16525,2095,230,1
16526,896,264,1
16527,132,659,2
16528,1520,1505,1
16529,4402,977,1
16530,27,1176,1
16531,1577,1541,1
16532,780,646,1
16533,688,1121,1
16534,2077,5057,-10
16535,106,313,1
16536,4520,977,4
16537,270,18,1
16538,1357,2025,1
16539,555,344,1
16540,1496,1435,1
16541,280,104,1
16542,3826,4115,1
16543,4798,4770,1
16544,4092,4293,-10
16545,3643,4833,2
16546,3139,2587,3
16547,1293,4358,1
16548,4127,4535,1
16549,1764,2955,3
16550,4671,4366,2
16551,4689,4863,1
16552,26,1354,2
16553,4736,5490,1
16554,593,483,2
16555,145,864,4
16556,482,1853,1
16557,50,30,1
16558,1369,2338,3
16559,2534,26,1
16560,5134,5158,3
16561,4092,4433,1
16562,4206,5069,10
16563,2727,1773,3
16564,4115,3623,1
16565,1326,632,2
16566,2469,2349,2
16567,2083,2150,1
16568,1786,3503,1
16569,1500,1963,2
16570,5320,5321,4
16571,2511,2483,1
16572,3926,3957,1
16573,3126,506,1
16574,1764,365,-4
16575,1521,3643,5
16576,1804,240,-1
16577,1121,1225,1
16578,3814,2420,1
16579,2195,1293,1
16580,1998,3275,2
16581,4299,1680,-1
16582,3062,2600,1
16583,4588,3819,-10
16584,3643,3470,1
16585,864,41,10
16586,51,0,8
16587,2023,2544,1
16588,43,3,3
16589,362,216,1
16590,2537,2542,1
16591,1354,139,4
16592,2218,3490,-10
16593,1764,1965,2
16594,1481,1344,1
16595,2632,3170,1
16596,4762,26,1
16597,922,1306,2
16598,3711,3680,-10
16599,2077,5237,-2
16600,1415,1429,1
16601,3636,2953,1
16602,2144,26,1
16603,4423,4681,1
16604,3759,4115,3
16605,1585,1624,2
16606,4505,4316,1
16607,3659,565,1
16608,864,4466,1
16609,45,59,1
16610,1725,1962,4
16611,3659,2570,1
16612,1981,2719,1
16613,26,2478,-10
16614,977,2901,1
16615,2669,2778,9
16616,290,6,10
16617,4153,3776,1
16618,2418,4790,1
16619,3518,4340,1
16620,26,1491,1
16621,4505,3566,1
16622,565,376,1
16623,1764,1921,4
16624,1764,4598,-10
16625,4092,5185,1
16626,3928,3593,1
16627,564,551,1
16628,4005,2938,1
16629,120,1341,-10
16630,3,385,5
16631,1485,1341,-1
16632,1907,3774,1
16633,73,74,1
16634,1850,2028,10
16635,2125,1742,2
16636,1310,2765,1
16637,1981,2482,1
16638,4178,4115,1
16639,3577,3416,1
16640,26,5809,1
16641,2600,1805,3
16642,26,1072,2
16643,2048,2039,3
16644,423,427,-3
16645,688,510,1
16646,4582,4583,1
16647,385,432,-10
16648,2146,44,1
16649,3998,3523,1
16650,3503,4490,1
16651,2077,1624,1
16652,1344,1630,1
16653,3836,4063,1
16654,5479,5752,3
16655,4413,4933,2
16656,10,12,8
16657,2254,4765,1
16658,111,128,5
16659,3631,977,1
16660,3069,2953,5
16661,3062,310,1
16662,319,42,3
16663,1644,1993,5
16664,1521,3126,1
16665,4973,1469,1
16666,4874,4873,1
16667,2420,3573,3
16668,289,282,1
16669,834,688,1
16670,1277,4230,1
16671,396,26,3
16672,42,170,3
16673,3819,3188,1
16674,1324,1676,1
16675,2069,864,2
16676,6,145,2
16677,1872,26,1
16678,2462,2453,3
16679,441,3825,-2
16680,1647,1685,1
16681,1568,1344,5
16682,2218,3480,-10
16683,2247,2218,2
16684,387,75,1
16685,1512,1998,1
16686,171,6,1
16687,2119,4292,1
16688,2338,3250,2
16689,2025,2247,2
16690,1,17,5
16691,4604,2062,3
16692,4150,3414,1
16693,1907,3141,-10
16694,4442,4481,1
16695,1276,2148,1
16696,4205,3623,1
16697,5134,5511,1
16698,1396,26,1
16699,3062,3150,1
16700,934,912,1
16701,4473,5053,1
16702,977,1240,1
16703,1882,26,2
16704,1764,3566,3
16705,2244,2218,1
16706,3591,3572,3
16707,3838,3317,1
16708,3613,3093,1
16709,3497,5064,2
16710,2338,3568,3
16711,2602,3303,3
16712,4230,1839,3
16713,1240,1928,1
16714,864,1707,-10
16715,4444,5862,1
16716,167,6,2
16717,2415,1981,2
16718,4978,4977,2
16719,56,29,3
16720,3523,2778,1
16721,170,2257,1
16722,591,1192,1
16723,5425,1310,2
16724,815,3275,2
16725,977,3294,1
16726,2156,1853,3
16727,1708,1725,1
16728,4115,4513,1
16729,4404,977,1
16730,1875,2012,1
16731,26,2200,1
16732,3910,5574,2
16733,2156,1804,2
16734,3738,3643,1
16735,2346,3456,3
16736,5490,5519,10
16737,4833,4521,1
16738,4611,4658,1
16739,4199,4646,1
16740,2632,2738,-4
16741,1171,1159,1
16742,3751,30,1
16743,3946,3962,1
16744,4155,4502,-10
16745,16,736,2
16746,81,97,1
16747,3849,2587,2
16748,2016,3523,1
16749,637,603,1
16750,3951,3837,1
16751,2884,2545,3
16752,1541,1585,1
16753,972,867,10
16754,3379,4959,-10
16755,5134,5319,2
16756,26,1571,1
16757,506,14,2
16758,0,1576,4
16759,2037,1163,1
16760,368,353,2
16761,3662,2435,2
16762,1773,2587,1
16763,1344,1468,3
16764,4119,4092,1
16765,2587,3362,1
16766,216,429,2
16767,0,80,1
16768,5222,2570,1
16769,1321,1276,1
16770,4323,4316,1
16771,2218,2464,-10
16772,1261,791,-10
16773,217,368,4
16774,3910,5339,1
16775,659,3659,2
16776,1121,1221,1
16777,864,3536,1
16778,2062,2930,-10
16779,891,887,1
16780,4115,3845,1
16781,523,3547,2
16782,5334,5335,1
16783,2669,2886,1
16784,1293,3700,2
16785,2338,2718,1
16786,3659,2077,1
16787,5105,3643,-10
16788,5030,2083,5
16789,1483,2197,-10
16790,1981,2045,1
16791,2938,2882,1
16792,1354,551,1
16793,1981,2019,1
16794,1769,4582,-10
16795,26,2143,1
16796,2981,3453,2
16797,26,105,3
16798,5428,3356,1
16799,26,1918,1
16800,2587,4206,3
16801,79,75,1
16802,26,3614,1
16803,551,734,1
16804,3503,375,1
16805,1435,1567,1
16806,2725,2766,1
16807,2449,2498,2
16808,1430,93,2
16809,4206,4413,2
16810,4079,4027,1
16811,4182,4312,1
16812,1610,41,3
16813,3979,3659,8
16814,2072,864,1
16815,2338,3492,-10
16816,2505,2790,1
16817,1121,1276,2
16818,264,2150,10
16819,24,3751,1
16820,347,26,1
16821,2587,1773,1
16822,1354,1522,8
16823,1568,864,1
16824,26,3102,2
16825,2949,4373,1
16826,4333,4196,1
16827,3137,2328,1
16828,4092,3691,1
16829,106,679,1
16830,1324,1647,1
16831,10,98,5
16832,598,6,4
16833,6,167,2
16834,2020,2227,2
16835,3926,5722,10
16836,1647,1160,1
16837,3935,3800,1
16838,5134,3258,1
16839,841,3958,1
16840,4593,4614,-10
16841,538,1012,1
16842,2803,1998,2
16843,2670,2746,1
16844,317,226,2
16845,1639,1953,5
16846,308,343,1
16847,841,1227,1
16848,2702,202,10
16849,44,264,1
16850,1248,3658,1
16851,1084,841,10
16852,165,284,1
16853,2214,2176,1
16854,1354,2426,2
16855,2876,2042,-5
16856,1981,2024,1
16857,4235,3819,1
16858,230,376,2
16859,5526,4768,2
16860,41,2117,1
16861,2347,3668,-10
16862,977,3117,1
16863,35,4427,1
16864,4710,3348,1
16865,26,1754,1
16866,1814,1512,1
16867,1998,3250,1
16868,1998,1204,1
16869,5363,1998,1
16870,2347,1786,1
16871,4279,18,-10
16872,2241,2125,1
16873,189,257,1
16874,2587,2349,1
16875,2342,3720,1
16876,760,906,2
16877,2077,5098,-10
16878,2328,3015,2
16879,1306,26,2
16880,2342,1585,1
16881,3415,859,1
16882,3728,2020,5
16883,2025,2267,3
16884,452,673,1
16885,4759,2338,1
16886,4829,3497,1
16887,2300,2087,1
16888,5384,5542,1
16889,3040,3160,1
16890,1005,313,5
16891,1245,1176,5
16892,2081,26,1
16893,2399,313,1
16894,2247,2016,1
16895,1769,4653,-10
16896,1430,240,1
16897,5262,947,3
16898,1987,0,1
16899,4698,3910,2
16900,2614,2617,6
16901,1585,2354,1
16902,191,20,1
16903,1863,10,1
16904,310,10,2
16905,1907,2809,2
16906,1486,1725,1
16907,1276,2126,1
16908,4741,2273,1
16909,4770,2273,1
16910,3037,3503,1
16911,3739,2739,-3
16912,381,159,1
16913,4372,4578,-10
16914,5797,5134,1
16915,761,791,2
16916,2254,0,5
16917,4116,3926,1
16918,4444,5852,-10
16919,5158,5325,1
16920,1725,1850,10
16921,5119,3555,10
16922,894,1199,3
16923,3354,4775,1
16924,26,452,3
16925,3573,3958,1
16926,1846,1541,1
16927,2119,4174,10
16928,3240,234,1
16929,1198,1216,3
16930,10,2159,1
16931,1760,1725,1
16932,791,832,3
16933,2834,2842,1
16934,2210,1341,-10
16935,3659,4101,1
16936,1764,355,2
16937,4545,4580,1
16938,593,747,1
16939,5388,3800,1
16940,1106,1246,1
16941,3341,26,1
16942,1486,1853,1
16943,26,5048,1
16944,4607,4608,1
16945,321,1610,-10
16946,2778,2901,2
16947,1521,977,3
16948,3819,1643,1
16949,2587,3437,3
16950,851,0,1
16951,559,120,1
16952,5,1764,3
16953,1216,882,3
16954,4115,2444,1
16955,321,2346,2
16956,2420,2699,3
16957,2070,2271,1
16958,285,24,1
16959,2347,2356,1
16960,4571,4341,-10
16961,1181,10,1
16962,2778,2790,2
16963,4833,5258,1
16964,2587,3308,1
16965,1293,2718,2
16966,606,138,1
16967,3593,3508,1
16968,4471,4783,4
16969,1945,1230,1
16970,2778,0,3
16971,2581,2585,-3
16972,3719,4592,-10
16973,3670,2354,5
16974,1685,3910,3
16975,3282,4812,2
16976,5259,4427,1
16977,1140,497,1
16978,4433,2511,3
16979,26,3742,1
16980,4147,3472,1
16981,399,164,1
16982,452,1076,1
16983,2602,1354,1
16984,2342,2587,2
16985,516,480,1
16986,4471,2432,-1
16987,2006,43,-10
16988,2464,2489,1
16989,4092,3503,3
16990,2953,2580,10
16991,3713,4582,-10
16992,3716,4653,-10
16993,310,56,1
16994,1728,1706,8
16995,1240,977,1
16996,2714,2630,9
16997,1276,1541,2
16998,2580,2804,1
16999,4767,4777,1
17000,264,2365,1
17001,2884,3555,7
17002,165,1321,-9
17003,1764,2077,2
17004,3724,2077,1
17005,4514,4331,1
17006,5335,6,2
17007,2227,2020,2
17008,4542,3819,1
17009,2338,4976,-10
17010,2338,1310,1
17011,6,24,2
17012,1485,1432,1
17013,1890,1585,1
17014,760,496,2
17015,2279,1981,-6
17016,811,95,2
17017,4444,1786,1
17018,1935,1629,2
17019,4368,4346,-10
17020,2032,1240,1
17021,3960,514,1
17022,3302,3093,2
17023,3205,2587,1
17024,4235,26,1
17025,3676,3593,5
17026,2037,3753,1
17027,979,719,4
17028,3573,3631,1
17029,2077,2850,1
17030,1144,49,1
17031,987,1281,1
17032,1121,1282,1
17033,4689,2953,2
17034,1971,2669,5
17035,132,591,1
17036,5462,5418,1
17037,5355,5845,1
17038,4206,5797,2
17039,75,1521,2
17040,26,1472,2
17041,4722,4203,1
17042,2953,2328,3
17043,460,27,1
17044,243,6,10
17045,4027,3794,1
17046,4431,4206,4
17047,3294,2839,2
17048,269,342,1
17049,3523,4003,1
17050,264,2281,1
17051,1159,1169,1
17052,26,3761,1
17053,1341,1344,9
17054,587,233,1
17055,3250,2587,2
17056,4921,4521,1
17057,4443,4658,1
17058,83,184,1
17059,1859,2037,1
17060,4092,5496,-10
17061,3150,2908,1
17062,26,3901,1
17063,2062,1877,1
17064,3263,3019,2
17065,368,106,2
17066,26,19,1
17067,2636,977,7
17068,1540,2349,1
17069,1093,232,1
17070,35,344,5
17071,1558,734,1
17072,1734,1698,1
17073,1496,26,2
17074,1512,3577,1
17075,269,606,2
17076,2207,2295,1
17077,451,2727,1
17078,486,106,1
17079,428,3668,-10
17080,4559,2016,1
17081,3848,4142,2
17082,2076,2150,2
17083,2117,5608,-2
17084,729,506,2
17085,4464,4314,1
17086,2895,1907,2
17087,10,664,-2
17088,448,428,1
17089,452,3,5
17090,779,729,1
17091,1764,4587,-10
17092,268,364,1
17093,1444,1293,1
17094,10,1484,1
17095,497,1276,1
17096,42,210,3
17097,3564,5526,3
17098,5378,4206,2
17099,1830,1798,5
17100,3453,3995,-10
17101,1814,1853,5
17102,2203,2077,1
17103,5382,2748,-1
17104,4321,4230,2
17105,3523,3316,1
17106,1624,2077,2
17107,2972,2433,1
17108,5381,5489,1
17109,2433,864,1
17110,2354,3751,1
17111,3142,3317,1
17112,63,42,1
17113,3245,691,-10
17114,3958,4152,2
17115,3589,3355,1
17116,2328,1907,2
17117,1118,1119,1
17118,639,28,3
17119,1361,1981,1
17120,2157,506,1
17121,5532,5609,1
17122,3039,2338,1
17123,290,98,-10
17124,1647,1521,3
17125,3294,3393,1
17126,3503,3183,2
17127,658,10,1
17128,4115,3566,1
17129,714,798,2
17130,364,176,1
17131,3490,3477,8
17132,4206,1057,3
17133,3802,5131,1
17134,1647,2765,2
17135,3659,3577,1
17136,2007,1522,5
17137,1524,1324,1
17138,2077,5144,-2
17139,75,152,1
17140,2876,1459,1
17141,1357,1794,2
17142,4535,4465,1
17143,4521,5314,1
17144,26,1504,1
17145,2295,2465,-1
17146,3093,2587,1
17147,3825,4279,3
17148,3573,2778,1
17149,3910,3743,4
17150,2712,2790,1
17151,3751,5491,3
17152,343,734,1
17153,3062,451,1
17154,729,233,5
17155,5446,1951,1
17156,1764,1541,3
17157,10,117,1
17158,594,1330,1
17159,2790,2669,-10
17160,483,323,6
17161,5644,5646,5
17162,1802,2067,-5
17163,3534,86,1
17164,1895,1814,1
17165,163,101,1
17166,1600,3623,1
17167,4983,2953,1
17168,4599,2264,2
17169,1287,26,1
17170,1566,864,2
17171,132,510,1
17172,2077,5120,-2
17173,1344,1327,1
17174,3125,2938,1
17175,2357,2150,2
17176,1685,3623,1
17177,912,602,1
17178,499,1865,1
17179,2799,3031,1
17180,52,538,1
17181,3379,4450,1
17182,3705,3706,1
17183,2071,1859,5
17184,2077,5281,-1
17185,428,255,1
17186,1764,2003,3
17187,2254,343,-10
17188,977,4446,1
17189,4502,507,2
17190,843,841,2
17191,1786,4246,1
17192,4123,5411,1
17193,2587,3177,1
17194,3683,3719,-10
17195,1814,1430,1
17196,1347,1053,1
17197,5433,5606,1
17198,1618,3,1
17199,16,29,2
17200,3711,4587,-10
17201,2029,1764,5
17202,4973,5388,1
17203,2130,977,1
17204,1965,2062,1
17205,2915,26,1
17206,1410,26,1
17207,1814,483,1
17208,26,3050,1
17209,2787,2792,2
17210,4115,2020,1
17211,560,120,1
17212,206,2077,1
17213,5638,3378,1
17214,1521,4264,-1
17215,1870,1948,1
17216,3910,5315,1
17217,2677,3668,-10
17218,3915,1157,-10
17219,931,946,4
17220,2366,1394,4
17221,139,359,2
17222,1981,2995,-9
17223,1725,1003,1
17224,506,5845,1
17225,4372,4587,-10
17226,977,3670,2
17227,3379,1541,1
17228,1907,2070,1
17229,2587,1706,5
17230,1303,1363,1
17231,170,313,1
17232,104,6,4
17233,4663,4027,1
17234,4801,4698,3
17235,1505,4115,2
17236,10,2261,1
17237,3573,1866,1
17238,2567,2568,9
17239,782,1610,1
17240,664,1293,3
17241,1901,4283,1
17242,1739,1571,1
17243,716,606,1
17244,3716,4591,-10
17245,5512,5433,4
17246,864,1275,10
17247,3379,4759,1
17248,3646,4629,1
17249,1902,1644,5
17250,3659,84,1
17251,4518,1998,2
17252,1608,26,1
17253,387,451,1
17254,736,1176,2
17255,495,407,6
17256,313,2128,1
17257,3565,3815,3
17258,3302,1756,3
17259,264,639,1
17260,2320,2741,2
17261,815,646,2
17262,1629,2214,3
17263,506,2077,1
17264,1217,482,1
17265,121,10,2
17266,2632,1293,1
17267,4604,3910,3
17268,2247,1839,1
17269,4521,5085,1
17270,2545,3162,1
17271,4316,4553,1
17272,1594,1321,1
17273,4092,3317,3
17274,2218,3189,-8
17275,4183,3523,1
17276,1762,1698,1
17277,500,1276,3
17278,2077,4978,-5
17279,4559,5707,2
17280,14,506,1
17281,4121,1594,1
17282,1853,2195,1
17283,2380,4697,1
17284,13,15,2
17285,3898,3643,1
17286,3104,1981,1
17287,1522,1543,1
17288,2020,1998,7
17289,2328,3469,2
17290,3580,3726,3
17291,2778,10,3
17292,2207,264,1
17293,3573,5309,1
17294,2884,4373,1
17295,497,777,1
17296,613,609,1
17297,26,3999,1
17298,2628,1764,3
17299,4314,4316,3
17300,2128,1541,1
17301,0,180,3
17302,148,98,1
17303,3564,3646,1
17304,1444,1522,3
17305,139,344,1
17306,2819,557,-1
17307,4012,3751,1
17308,1240,1719,1
17309,3554,4421,1
17310,864,4564,-10
17311,2339,1176,2
