,source,target,weight
9883,2,96,1
9884,738,105,1
9885,57,636,2
9886,102,127,2
9887,90,624,2
9888,197,389,6
9889,114,207,1
9890,351,14,7
9891,11,2400,1
9892,622,257,1
9893,169,1136,1
9894,226,243,2
9895,2,3153,1
9896,188,89,1
9897,1363,1556,1
9898,116,3603,-5
9899,0,157,1
9900,217,1338,1
9901,922,2572,1
9902,253,1689,2
9903,862,539,1
9904,27,88,1
9905,172,2372,1
9906,35,3367,1
9907,163,760,1
9908,122,127,1
9909,37,953,2
9910,39,3032,1
9911,121,35,2
9912,13,121,1
9913,503,22,2
9914,3353,11,1
9915,1351,176,5
9916,358,2054,2
9917,2141,13,1
9918,42,3713,-10
9919,608,506,1
9920,1019,3761,-1
9921,127,10,4
9922,35,839,-1
9923,361,2851,1
9924,53,3730,8
9925,3763,35,1
9926,1627,83,1
9927,176,1808,2
9928,3111,137,1
9929,1997,144,1
9930,12,1766,1
9931,383,79,5
9932,17,2096,1
9933,32,1313,1
9934,202,88,1
9935,31,48,2
9936,162,43,1
9937,3,346,1
9938,84,105,1
9939,23,21,6
9940,2152,283,1
9941,998,108,1
9942,183,359,3
9943,14,3546,-1
9944,0,2779,1
9945,490,14,1
9946,889,2,4
9947,122,10,2
9948,567,71,1
9949,1752,797,1
9950,1359,6,1
9951,6,46,3
9952,945,1745,1
9953,3736,414,1
9954,686,6,1
9955,2399,240,3
9956,8,1483,1
9957,113,1384,1
9958,29,369,1
9959,1416,83,1
9960,618,83,1
9961,2,1357,1
9962,160,1504,1
9963,10,19,4
9964,309,648,1
9965,11,3233,1
9966,27,488,1
9967,756,2,2
9968,349,1320,1
9969,56,255,1
9970,6,3595,-10
9971,552,3089,1
9972,10,1886,1
9973,3513,187,10
9974,1983,64,1
9975,3209,0,1
9976,38,2069,2
9977,472,292,1
9978,3,1263,2
9979,653,381,1
9980,7,400,-1
9981,3,118,5
9982,477,9,1
9983,168,74,3
9984,44,987,1
9985,1666,49,1
9986,1228,251,5
9987,1128,459,1
9988,3297,0,1
9989,610,779,1
9990,33,115,1
9991,25,132,2
9992,176,305,1
9993,584,123,1
9994,83,3767,2
9995,149,225,1
9996,1851,145,3
9997,3718,3734,8
9998,235,2531,1
9999,85,191,4
10000,63,69,2
10001,64,925,1
10002,69,16,1
10003,631,25,1
10004,968,55,2
10005,6,94,3
10006,77,2738,1
10007,153,152,1
10008,0,2906,1
10009,148,181,1
10010,252,65,1
10011,50,6,3
10012,66,14,3
10013,4,3230,1
10014,32,304,2
10015,2907,10,1
10016,1058,25,1
10017,990,401,2
10018,724,182,1
10019,1,112,8
10020,838,3020,1
10021,2,620,3
10022,172,23,4
10023,1028,936,2
10024,248,3419,1
10025,497,301,-1
10026,3427,245,1
10027,3037,12,1
10028,1342,7,4
10029,25,69,2
10030,6,1032,1
10031,164,21,3
10032,5,1570,3
10033,916,39,1
10034,51,145,1
10035,245,85,1
10036,540,910,1
10037,165,61,2
10038,61,1042,1
10039,94,330,2
10040,1906,498,10
10041,114,196,1
10042,17,0,5
10043,44,271,3
10044,25,974,1
10045,3742,1680,3
10046,1122,297,1
10047,32,869,1
10048,22,400,1
10049,1503,59,4
10050,489,58,1
10051,64,6,1
10052,32,1136,1
10053,3,1321,1
10054,84,34,-5
10055,89,0,1
10056,246,33,1
10057,82,1,1
10058,1837,644,1
10059,33,11,1
10060,79,59,5
10061,1766,12,5
10062,196,92,1
10063,128,1084,4
10064,644,3159,1
10065,205,456,1
10066,14,69,1
10067,180,2565,1
10068,679,1017,1
10069,83,1618,1
10070,176,13,1
10071,175,266,4
10072,2335,2,2
10073,218,1477,1
10074,8,107,1
10075,3568,259,1
10076,363,464,5
10077,953,454,1
10078,3773,243,3
10079,753,521,3
10080,110,28,2
10081,352,98,1
10082,14,3433,1
10083,157,344,1
10084,1385,1,1
10085,32,135,2
10086,1471,679,1
10087,408,50,1
10088,10,3677,-10
10089,7,1253,1
10090,2,42,5
10091,1281,254,2
10092,15,448,1
10093,5,29,1
10094,607,503,1
10095,2818,8,3
10096,1644,238,3
10097,145,2893,1
10098,2148,942,1
10099,15,269,2
10100,37,2840,1
10101,109,368,4
10102,1455,3781,-1
10103,22,1130,4
10104,128,503,5
10105,829,2335,1
10106,222,108,1
10107,1930,272,1
10108,164,187,6
10109,71,98,1
10110,450,37,4
10111,3495,14,2
10112,439,513,4
10113,94,103,1
10114,67,456,4
10115,33,2377,1
10116,774,440,3
10117,2473,533,1
10118,49,911,2
10119,305,410,3
10120,1,132,2
10121,232,113,2
10122,84,3766,1
10123,1382,953,1
10124,162,31,1
10125,1063,92,1
10126,56,2105,1
10127,13,1026,1
10128,660,1970,1
10129,1,3755,-10
10130,1554,2,3
10131,1400,3,3
10132,507,1956,1
10133,8,266,6
10134,26,171,1
10135,1209,129,1
10136,938,621,1
10137,42,591,1
10138,14,375,2
10139,1629,715,1
10140,3,1633,2
10141,0,259,1
10142,1876,0,2
10143,31,795,-1
10144,1148,258,1
10145,271,3744,-10
10146,66,0,1
10147,981,177,1
10148,660,327,1
10149,1863,246,1
10150,35,1578,3
10151,5,753,1
10152,95,113,1
10153,292,59,1
10154,1555,7,1
10155,631,3150,1
10156,74,265,2
10157,282,1453,3
10158,3285,195,2
10159,120,1057,5
10160,824,228,2
10161,490,3782,-10
10162,1165,32,1
10163,446,1970,1
10164,25,51,3
10165,112,3758,-10
10166,892,11,1
10167,2335,95,3
10168,370,797,1
10169,87,172,1
10170,94,178,2
10171,348,494,5
10172,3688,3769,2
10173,20,1306,2
10174,60,3185,1
10175,57,3527,-1
10176,474,473,2
10177,1008,3,5
10178,1158,20,1
10179,26,584,1
10180,175,1332,3
10181,8,3728,1
10182,6,3350,1
10183,91,18,1
10184,464,651,8
10185,453,42,3
10186,90,14,2
10187,15,137,1
10188,355,404,10
10189,1879,240,1
10190,221,390,1
10191,3572,136,1
10192,776,41,2
10193,115,35,4
10194,96,65,1
10195,914,238,1
10196,1003,448,1
10197,215,4,1
10198,18,8,1
10199,257,873,1
10200,3775,758,1
10201,865,313,3
10202,1248,784,5
10203,3691,3662,3
10204,3551,1987,1
10205,3622,3128,1
10206,145,345,1
10207,63,85,3
10208,43,445,4
10209,0,3019,1
10210,1304,17,1
10211,176,40,5
10212,3781,1,9
10213,870,16,1
10214,2459,533,1
10215,201,2635,1
10216,536,44,1
10217,15,62,6
10218,68,2862,1
10219,94,31,1
10220,456,1853,2
10221,32,840,1
10222,2096,88,1
10223,0,1569,1
10224,2243,3640,-10
10225,29,255,-10
10226,255,56,1
10227,30,36,2
10228,1528,12,4
10229,166,108,2
10230,23,189,-5
10231,890,892,1
10232,490,175,-1
10233,3744,6,1
10234,68,856,1
10235,148,225,1
10236,715,653,1
10237,2,110,1
10238,128,208,5
10239,44,182,10
10240,142,54,8
10241,561,9,3
10242,35,2378,2
10243,255,17,3
10244,121,158,1
10245,1466,1249,3
10246,1,378,1
10247,27,725,1
10248,490,303,3
10249,132,14,2
10250,33,982,2
10251,190,11,1
10252,765,14,3
10253,10,3766,-10
10254,29,522,1
10255,1976,1,1
10256,1666,848,2
10257,7,548,1
10258,84,374,-1
10259,283,71,1
10260,6,686,1
10261,529,224,5
10262,477,100,2
10263,608,41,1
10264,282,143,1
10265,898,62,8
10266,51,1319,2
10267,451,1327,1
10268,352,504,2
10269,218,80,1
10270,1631,36,2
10271,325,338,2
10272,181,472,2
10273,13,2824,1
10274,1690,3776,-10
10275,96,272,10
10276,10,16,5
10277,332,0,3
10278,2,936,2
10279,535,421,3
10280,83,105,2
10281,35,290,2
10282,412,889,1
10283,200,23,2
10284,39,43,1
10285,375,823,1
10286,28,14,1
10287,948,129,1
10288,847,3730,1
10289,1189,171,2
10290,823,144,1
10291,2408,375,3
10292,9,709,1
10293,81,117,1
10294,3086,2,1
10295,10,1310,1
10296,21,3778,-3
10297,1156,3705,1
10298,29,317,3
10299,317,287,1
10300,140,1352,1
10301,110,2,1
10302,176,747,5
10303,1044,3773,3
10304,49,2882,1
10305,3,1641,1
10306,272,1668,2
10307,733,545,2
10308,12,1809,3
10309,102,117,1
10310,263,14,2
10311,1934,3747,-10
10312,1767,6,3
10313,3755,2173,1
10314,32,325,1
10315,39,267,1
10316,2338,816,1
10317,16,106,2
10318,43,162,1
10319,3,533,4
10320,49,405,2
10321,2000,2,5
10322,284,259,1
10323,201,934,1
10324,395,330,1
10325,1882,226,5
10326,720,130,1
10327,155,3782,-10
10328,48,155,1
10329,0,2712,1
10330,16,136,1
10331,10,122,1
10332,185,280,2
10333,240,86,2
10334,527,3769,4
10335,3781,1478,1
10336,364,540,2
10337,905,97,1
10338,371,35,1
10339,359,490,2
10340,21,25,3
10341,53,233,8
10342,338,1625,1
10343,359,40,1
10344,79,285,3
10345,108,448,7
10346,3120,67,1
10347,129,2265,1
10348,83,338,1
10349,770,3,4
10350,1984,1983,1
10351,2277,45,2
10352,399,377,5
10353,9,129,1
10354,1335,58,1
10355,164,222,1
10356,1007,676,1
10357,48,3763,-10
10358,531,3,1
10359,20,1297,1
10360,116,0,1
10361,1003,225,1
10362,689,17,5
10363,457,5,2
10364,1071,2335,3
10365,103,86,2
10366,252,88,1
10367,550,380,1
10368,631,39,5
10369,63,765,1
10370,156,3778,-10
10371,42,1309,1
10372,1643,656,1
10373,84,319,2
10374,87,3582,-5
10375,128,997,5
10376,1646,149,1
10377,128,3760,4
10378,830,429,10
10379,2,2289,1
10380,96,40,1
10381,3709,3699,10
10382,53,292,2
10383,3088,12,1
10384,182,674,2
10385,37,240,2
10386,94,171,1
10387,251,381,1
10388,3781,201,1
10389,6,3694,-8
10390,174,8,1
10391,937,131,2
10392,944,17,2
10393,97,16,3
10394,3464,3461,-5
10395,242,17,10
10396,534,421,1
10397,2243,3717,-10
10398,604,498,3
10399,102,160,1
10400,679,2111,1
10401,638,686,1
10402,47,1419,1
10403,218,8,3
10404,29,135,1
10405,32,182,2
10406,287,81,6
10407,94,1347,1
10408,277,3781,-10
10409,237,1,1
10410,61,123,6
10411,354,313,1
10412,208,62,2
10413,32,361,1
10414,349,25,1
10415,151,37,5
10416,1776,106,1
10417,639,6,5
10418,472,222,1
10419,21,169,-2
10420,1297,1500,2
10421,507,41,1
10422,11,825,-1
10423,528,1153,2
10424,1059,372,1
10425,29,10,7
10426,0,295,1
10427,552,3781,-10
10428,3591,1949,1
10429,127,25,1
10430,777,181,2
10431,3660,3678,1
10432,46,19,8
10433,57,416,3
10434,1379,3524,-1
10435,707,3471,-10
10436,6,390,2
10437,50,39,1
10438,247,33,2
10439,98,20,1
10440,614,298,3
10441,110,3690,-1
10442,3249,80,1
10443,2831,408,5
10444,797,1145,3
10445,71,279,1
10446,74,38,1
10447,28,746,2
10448,768,90,1
10449,225,1653,1
10450,0,1834,1
10451,795,546,1
10452,1197,33,1
10453,2705,78,1
10454,0,2988,1
10455,96,8,10
10456,19,3743,-2
10457,547,3781,5
10458,502,199,1
10459,359,1138,1
10460,54,874,4
10461,481,3567,1
10462,0,2951,1
10463,101,855,1
10464,519,160,1
10465,1252,777,5
10466,1221,62,1
10467,58,493,1
10468,1548,430,2
10469,1478,2130,2
10470,2377,0,3
10471,32,486,3
10472,13,1127,2
10473,304,5,3
10474,640,972,2
10475,64,3774,-10
10476,48,241,1
10477,389,82,2
10478,3578,36,3
10479,325,38,6
10480,43,76,4
10481,30,11,2
10482,2121,8,2
10483,385,47,4
10484,3567,2211,1
10485,3494,4,1
10486,221,2401,1
10487,60,981,1
10488,69,276,1
10489,2310,2,1
10490,347,25,3
10491,1155,521,1
10492,992,1419,1
10493,3031,45,1
10494,1186,3719,-10
10495,4,433,2
10496,113,3422,1
10497,1518,0,3
10498,297,1122,1
10499,755,215,6
10500,105,327,1
10501,59,13,1
10502,2201,2272,1
10503,247,92,4
10504,133,175,2
10505,392,451,1
10506,706,613,1
10507,1690,143,1
10508,147,1994,2
10509,2,294,1
10510,98,208,2
10511,75,27,5
10512,327,341,1
10513,1522,1,1
10514,593,0,5
10515,13,46,5
10516,42,188,3
10517,3469,12,-10
10518,175,8,10
10519,737,945,1
10520,8,1733,1
10521,257,45,2
10522,3588,584,1
10523,3742,1117,2
10524,1032,7,2
10525,71,47,1
10526,1072,179,3
10527,176,878,2
10528,550,134,7
10529,612,7,1
10530,1829,243,1
10531,283,625,2
10532,2674,78,1
10533,24,42,1
10534,1176,0,4
10535,74,168,1
10536,67,2271,1
10537,116,3,1
10538,2426,2409,1
10539,1087,564,1
10540,3703,1185,1
10541,112,154,1
10542,51,38,1
10543,246,3229,1
10544,4,11,3
10545,131,88,2
10546,1470,16,1
10547,3709,126,1
10548,272,670,2
10549,315,364,5
10550,12,1167,5
10551,152,2608,1
10552,36,20,5
10553,696,12,2
10554,3,2739,1
10555,172,3737,-10
10556,394,3590,1
10557,1477,8,5
10558,1551,29,1
10559,568,44,1
10560,1366,2348,2
10561,1178,176,2
10562,55,1345,1
10563,278,103,3
10564,1789,3464,1
10565,86,1044,1
10566,91,131,1
10567,2800,0,1
10568,55,186,4
10569,656,1643,1
10570,519,2972,1
10571,26,2,1
10572,2397,60,1
10573,1774,3743,1
10574,2,459,3
10575,394,372,1
10576,1208,1,2
10577,10,215,1
10578,78,8,1
10579,175,19,5
10580,1627,151,1
10581,140,119,2
10582,2873,68,1
10583,1768,3731,2
10584,196,2,3
10585,1292,176,1
10586,28,157,1
10587,1391,0,2
10588,573,182,3
10589,79,490,1
10590,50,8,2
10591,1211,296,1
10592,597,79,6
10593,44,3767,-10
10594,1323,176,1
10595,10,144,1
10596,78,211,1
10597,1141,912,5
10598,1225,39,1
10599,411,758,1
10600,3566,870,1
10601,373,377,8
10602,2280,372,1
10603,93,497,1
10604,106,55,1
10605,127,1064,1
10606,3777,3512,10
10607,765,103,2
10608,148,98,1
10609,466,2536,1
10610,565,53,5
10611,197,864,4
10612,138,2509,1
10613,3581,12,1
10614,21,165,1
10615,439,183,3
10616,850,441,1
10617,329,5,1
10618,285,169,10
10619,10,71,1
10620,76,267,2
10621,953,359,2
10622,179,14,2
10623,3773,176,-1
10624,2066,3628,-10
10625,142,158,1
10626,248,0,1
10627,6,173,3
10628,39,3,9
10629,94,102,-1
10630,6,123,3
10631,340,446,2
10632,24,257,1
10633,10,35,1
10634,1281,16,1
10635,153,6,1
10636,1907,1077,1
10637,3513,837,10
10638,99,968,1
10639,85,34,4
10640,117,157,1
10641,474,1979,2
10642,2101,0,1
10643,1046,37,5
10644,335,7,1
10645,1459,302,3
10646,145,1851,3
10647,21,202,5
10648,665,48,1
10649,103,34,10
10650,129,925,1
10651,629,17,2
10652,67,1827,1
10653,165,156,1
10654,228,2252,1
10655,797,512,1
10656,119,11,2
10657,346,797,1
10658,0,2314,1
10659,1020,211,1
10660,882,521,1
10661,1641,251,1
10662,52,178,1
10663,3473,7,1
10664,160,549,4
10665,205,3692,-10
10666,44,223,1
10667,7,1103,-1
10668,698,6,1
10669,737,2859,1
10670,1191,4,4
10671,800,953,1
10672,1193,1868,1
10673,59,62,1
10674,28,1055,1
10675,3611,60,1
10676,2,6,2
10677,8,1477,2
10678,116,1313,1
10679,163,834,10
10680,255,59,3
10681,441,3580,-10
10682,25,294,1
10683,1901,1387,2
10684,53,839,1
10685,12,3037,1
10686,2,1815,2
10687,97,232,3
10688,1707,0,1
10689,673,1012,5
10690,337,3700,3
10691,57,887,2
10692,278,14,4
10693,1499,0,1
10694,738,32,1
10695,489,264,7
10696,354,472,2
10697,80,172,1
10698,2199,17,2
10699,1033,46,1
10700,0,275,1
10701,4,279,1
10702,334,3703,-10
10703,50,64,1
10704,1916,250,1
10705,57,829,2
10706,6,3661,-10
10707,25,3694,1
10708,1579,117,1
10709,504,236,2
10710,14,1248,-1
10711,258,873,1
10712,710,43,2
10713,983,2425,1
10714,1884,308,1
10715,108,107,1
10716,1371,412,2
10717,3464,814,1
10718,108,534,1
10719,640,171,1
10720,271,3750,-10
10721,6,1783,1
10722,831,14,2
10723,184,136,2
10724,4,1,1
10725,7,5,3
10726,330,72,1
10727,24,491,1
10728,1589,18,1
10729,289,2,1
10730,127,1042,1
10731,50,184,5
10732,109,18,3
10733,2,61,1
10734,453,2,1
10735,266,10,3
10736,10,152,2
10737,98,561,2
10738,21,1137,1
10739,747,3066,1
10740,71,567,1
10741,65,2855,1
10742,1,3,9
10743,131,8,1
10744,52,1521,1
10745,486,21,1
10746,154,112,2
10747,11,124,2
10748,67,123,1
10749,113,1895,1
10750,95,280,1
10751,1717,152,2
10752,78,925,1
10753,1491,1312,2
10754,185,14,2
10755,204,57,2
10756,157,86,2
10757,13,2123,1
10758,3572,473,1
10759,131,230,9
10760,2004,107,1
10761,686,486,1
10762,459,1365,1
10763,148,1093,1
10764,68,1759,1
10765,135,890,1
10766,1741,56,1
10767,3,352,1
10768,397,375,1
10769,1198,18,1
10770,51,2179,1
10771,7,188,-1
10772,14,1890,1
10773,9,3134,1
10774,192,100,5
10775,265,204,1
10776,473,2936,1
10777,798,10,2
10778,407,10,3
10779,748,812,1
10780,291,117,4
10781,0,2809,1
10782,189,195,1
10783,127,122,1
10784,102,412,3
10785,9,167,2
10786,1548,1555,2
10787,89,23,1
10788,294,2,1
10789,3690,1189,1
10790,1119,618,1
10791,3743,50,1
10792,3,10,3
10793,39,2530,1
10794,214,568,1
10795,758,1870,1
10796,3781,504,1
10797,295,294,1
10798,3773,3596,1
10799,3298,2389,1
10800,490,267,1
10801,514,2076,1
10802,2,491,4
10803,202,1852,1
10804,3604,1045,1
10805,25,1308,1
10806,586,32,1
10807,552,3248,1
10808,1117,863,2
10809,3698,3592,3
10810,78,541,1
10811,98,1641,1
10812,208,1,1
10813,23,33,5
10814,128,564,5
10815,42,750,2
10816,2476,1225,1
10817,102,140,1
10818,3,1815,1
10819,130,560,2
10820,45,3302,1
10821,171,412,1
10822,25,307,4
10823,2335,336,2
10824,1258,1013,2
10825,2577,1975,1
10826,340,567,2
10827,349,176,5
10828,0,2447,1
10829,699,150,1
10830,63,154,1
10831,2374,127,1
10832,390,6,5
10833,681,731,1
10834,42,66,1
10835,1348,186,1
10836,94,642,1
10837,57,374,2
10838,0,2730,1
10839,629,299,1
10840,125,191,3
10841,1158,972,-1
10842,46,20,1
10843,326,298,1
10844,151,43,1
10845,2,124,1
10846,0,222,3
10847,196,13,5
10848,103,1395,1
10849,7,2,1
10850,0,2805,1
10851,3056,0,1
10852,356,781,10
10853,823,3593,-1
10854,176,61,5
10855,36,989,2
10856,128,606,5
10857,3589,31,1
10858,264,61,1
10859,803,0,10
10860,19,5,2
10861,490,1513,2
10862,803,84,1
10863,3564,905,1
10864,511,459,1
10865,4,1375,1
10866,28,359,1
10867,57,41,1
10868,598,12,2
10869,57,337,-5
10870,51,7,2
10871,3464,679,-3
10872,3696,490,-2
10873,1469,38,2
10874,514,38,2
10875,2721,660,3
10876,42,245,3
10877,1733,8,2
10878,325,3,2
10879,508,877,1
10880,248,237,2
10881,268,113,2
10882,211,314,3
10883,535,534,1
10884,363,179,5
10885,3078,1810,-10
10886,3769,221,2
10887,1763,2939,1
10888,1814,115,1
10889,44,1174,1
10890,10,31,2
10891,2,319,1
10892,646,95,1
10893,690,1366,1
10894,105,123,1
10895,3171,443,-5
10896,47,679,2
10897,928,676,4
10898,1838,0,1
10899,1,671,1
10900,324,827,10
10901,761,554,-1
10902,3775,1567,1
10903,158,19,10
10904,210,16,1
10905,21,368,2
10906,2178,10,3
10907,505,200,10
10908,2099,761,1
10909,7,520,5
10910,1690,3777,-10
10911,505,3553,5
10912,162,81,1
10913,534,101,1
10914,2083,1461,1
10915,1299,65,1
10916,0,1842,1
10917,850,421,1
10918,91,1322,1
10919,480,627,2
10920,161,153,1
10921,81,824,1
10922,346,0,1
10923,10,3555,1
10924,153,31,1
10925,273,3,3
10926,0,1281,1
10927,56,64,1
10928,33,135,1
10929,72,527,1
10930,5,19,2
10931,522,24,2
10932,1595,1424,1
10933,24,1164,2
10934,3371,2335,1
10935,681,14,1
10936,4,3601,-10
10937,179,373,5
10938,0,490,1
10939,6,3768,-10
10940,2,1062,1
10941,200,31,4
10942,176,1161,1
10943,659,181,1
10944,1042,29,2
10945,1825,455,1
10946,562,543,1
10947,176,392,2
10948,178,751,2
10949,265,7,1
10950,409,741,5
10951,123,1168,4
10952,7,20,2
10953,123,641,3
10954,26,29,1
10955,86,279,1
10956,18,3253,1
10957,797,1740,1
10958,29,40,1
10959,881,1347,1
10960,400,1610,1
10961,254,141,1
10962,189,54,1
10963,1,3464,1
10964,631,2,2
10965,3743,21,3
10966,3714,6,10
10967,182,448,1
10968,117,705,1
10969,1247,0,1
10970,584,20,1
10971,1149,91,1
10972,124,428,4
10973,225,3702,1
10974,95,1894,1
10975,1436,129,2
10976,16,1734,3
10977,1470,3781,1
10978,19,51,4
10979,16,520,3
10980,3,112,3
10981,5,1540,2
10982,3762,176,-10
10983,283,2767,1
10984,22,847,1
10985,125,1553,1
10986,111,2275,1
10987,36,15,8
10988,26,11,1
10989,664,1473,2
10990,216,2560,1
10991,8,686,1
10992,72,3703,-10
10993,283,480,1
10994,1148,1499,1
10995,28,82,4
10996,812,176,1
10997,3697,3742,2
10998,230,25,1
10999,259,1134,1
11000,193,2977,1
11001,41,62,2
11002,6,3464,3
11003,84,287,2
11004,335,35,1
11005,441,2499,1
11006,911,214,2
11007,20,29,3
11008,1855,23,1
11009,349,40,1
11010,720,405,1
11011,17,867,5
11012,37,2913,1
11013,23,10,-1
11014,97,6,4
11015,632,409,6
11016,87,163,1
11017,11,115,1
11018,572,858,3
11019,622,797,1
11020,541,407,1
11021,0,3201,1
11022,92,173,2
11023,240,114,1
11024,2065,299,2
11025,14,125,4
11026,108,15,8
11027,6,3620,-6
11028,301,59,3
11029,2,258,4
11030,240,396,1
11031,4,197,1
11032,33,87,1
11033,430,3200,1
11034,117,648,1
11035,1277,21,1
11036,1535,31,1
11037,389,183,2
11038,2,198,1
11039,719,225,1
11040,453,602,5
11041,517,109,5
11042,255,946,1
11043,596,12,1
11044,30,8,1
11045,102,694,1
11046,1997,1,1
11047,305,16,2
11048,71,261,8
11049,135,3782,-10
11050,6,3746,-8
11051,1327,176,2
11052,800,24,1
11053,945,16,1
11054,1247,1249,1
11055,32,959,1
11056,2871,54,1
11057,124,81,2
11058,148,292,1
11059,514,425,10
11060,506,186,1
11061,195,248,1
11062,824,3187,1
11063,473,744,2
11064,2,1535,2
11065,5,1565,3
11066,394,11,1
11067,357,287,2
11068,349,112,1
11069,98,443,1
11070,3773,1540,1
11071,1,2458,1
11072,151,907,1
11073,544,414,10
11074,8,39,5
11075,1313,32,1
11076,3584,2,2
11077,2216,10,2
11078,77,631,1
11079,563,747,-10
11080,1187,598,3
11081,14,84,-1
11082,77,542,1
11083,471,436,4
11084,88,945,1
11085,530,1632,1
11086,112,187,8
11087,93,280,1
11088,317,10,6
11089,1657,34,1
11090,2322,177,2
11091,32,1765,1
11092,24,3731,1
11093,1155,396,1
11094,3377,6,1
11095,680,16,1
11096,14,1201,2
11097,96,176,10
11098,47,209,3
11099,1945,54,1
11100,73,311,1
11101,827,413,10
11102,1778,141,1
11103,2757,17,1
11104,438,0,1
11105,84,190,2
11106,125,90,1
11107,2,344,1
11108,66,1289,1
11109,1766,10,1
11110,24,328,2
11111,27,101,3
11112,86,3590,1
11113,642,204,1
11114,499,7,9
11115,3519,35,1
11116,210,686,1
11117,69,965,1
11118,108,3702,1
11119,77,145,3
11120,3515,12,10
11121,1693,656,1
11122,0,1260,2
11123,3041,0,1
11124,572,187,8
11125,1491,24,1
11126,450,694,1
11127,3703,1845,1
11128,108,1269,1
11129,37,3043,1
11130,123,178,1
11131,241,2,2
11132,76,32,1
11133,71,283,1
11134,84,187,3
11135,3,840,3
11136,235,151,1
11137,56,149,2
11138,3782,3778,10
11139,238,727,1
11140,852,154,1
11141,153,135,1
11142,149,2544,1
11143,25,154,1
11144,69,426,1
11145,957,91,1
11146,23,370,1
11147,22,1600,1
11148,74,75,1
11149,14,3381,1
11150,2335,93,1
11151,17,219,5
11152,42,3779,-10
11153,2,1362,2
11154,13,2134,1
11155,51,549,1
11156,1625,338,1
11157,1322,3773,2
11158,364,611,1
11159,176,696,2
11160,512,944,1
11161,0,1589,1
11162,24,46,1
11163,1138,32,1
11164,1231,0,1
11165,48,288,3
11166,156,1560,1
11167,426,14,10
11168,28,227,2
11169,474,47,1
11170,134,276,2
11171,3308,4,1
11172,773,3132,1
11173,3461,76,1
11174,1773,392,1
11175,394,4,1
11176,60,971,5
11177,2435,280,2
11178,21,1284,1
11179,17,383,2
11180,61,25,1
11181,23,587,1
11182,1534,11,1
11183,25,940,1
11184,442,2490,1
11185,698,88,3
11186,87,1308,1
11187,797,1502,4
11188,5,3157,1
11189,1926,418,1
11190,2,62,2
11191,3238,183,1
11192,57,26,3
11193,949,452,10
11194,35,2,4
11195,382,579,1
11196,21,2158,1
11197,952,63,3
11198,86,0,5
11199,16,54,4
11200,198,104,3
11201,209,252,1
11202,141,954,2
11203,189,317,1
11204,1522,12,1
11205,1552,176,1
11206,57,1866,1
11207,11,1534,1
11208,8,112,5
11209,1564,487,8
11210,1185,3703,1
11211,189,902,9
11212,24,1787,1
11213,707,497,-10
11214,15,100,4
11215,2212,160,1
11216,2,2345,2
11217,319,12,3
11218,24,1335,1
11219,1408,15,1
11220,66,295,1
11221,1,139,2
11222,305,40,2
11223,20,46,1
11224,264,392,1
11225,105,499,1
11226,44,1423,1
11227,104,3763,-10
11228,2158,21,1
11229,5,184,1
11230,6,1759,-10
11231,367,1403,1
11232,58,3598,2
11233,55,3165,1
11234,2064,0,1
11235,2907,630,10
11236,32,2121,1
11237,176,332,4
11238,0,1435,1
11239,26,198,4
11240,6,1184,1
11241,131,1020,1
11242,0,1821,1
11243,1604,1447,1
11244,1190,35,1
11245,441,43,1
11246,571,35,1
11247,83,98,1
11248,8,2123,1
11249,259,622,1
11250,451,39,1
11251,680,14,5
11252,1156,547,1
11253,42,3556,-3
11254,10,776,1
11255,9,56,1
11256,203,156,2
11257,665,493,1
11258,103,11,1
11259,22,712,3
11260,57,241,2
11261,444,43,4
11262,3782,6,-10
11263,31,177,1
11264,116,89,1
11265,10,3761,-10
11266,2,589,2
11267,619,616,5
11268,490,171,1
11269,1787,7,1
11270,135,40,1
11271,258,394,1
11272,235,364,1
11273,1690,164,2
11274,672,739,1
11275,3119,3593,1
11276,914,1103,1
11277,25,1058,1
11278,32,44,1
11279,143,234,5
11280,6,878,2
11281,186,55,4
11282,64,1270,2
11283,311,573,1
11284,167,139,1
11285,1325,1327,3
11286,253,1457,1
11287,590,3706,-10
11288,23,1730,1
11289,1509,0,1
11290,14,3738,-1
11291,313,2663,1
11292,17,3052,1
11293,10,2355,1
11294,4,1374,2
11295,3742,926,3
11296,430,492,-10
11297,7,286,1
11298,8,408,-1
11299,2142,16,1
11300,632,49,3
11301,99,3782,-10
11302,117,602,1
11303,44,131,10
11304,1619,73,2
11305,2,1146,1
11306,953,284,3
11307,0,709,2
11308,1273,2,1
11309,79,1133,1
11310,255,2789,1
11311,525,3769,2
11312,3519,48,1
11313,302,1459,3
11314,246,25,1
11315,288,252,1
11316,287,11,5
11317,102,91,1
11318,255,2791,1
11319,244,1185,1
11320,924,281,5
11321,513,1223,1
11322,140,92,1
11323,61,2,1
11324,618,407,1
11325,11,289,2
11326,1577,7,4
11327,141,68,2
11328,1043,438,2
11329,291,33,1
11330,0,586,1
11331,76,39,3
11332,579,864,1
11333,1786,24,2
11334,119,602,1
11335,3506,144,-10
11336,258,332,1
11337,2353,4,1
11338,2172,693,1
11339,37,345,3
11340,32,124,1
11341,38,78,2
11342,2714,681,1
11343,103,1878,2
11344,1375,4,1
11345,48,1559,1
11346,29,3163,1
11347,395,2,3
11348,587,13,4
