,index,src,dst,rating
12952,4397,791,1009,2
12953,22099,1718,84,2
12954,5509,1216,1222,2
12955,9930,1821,1909,1
12956,2048,56,42,4
12957,5806,497,623,1
12958,33916,153,5570,-1
12959,10937,1486,688,1
12960,12344,2218,551,1
12961,20807,3659,2279,1
12962,21174,3930,3929,1
12963,21779,3857,4040,1
12964,28352,977,1685,6
12965,29987,5110,3643,-10
12966,1397,313,163,3
12967,22129,3659,4104,1
12968,16899,977,3124,1
12969,12036,2276,1541,1
12970,1367,0,359,1
12971,4361,964,999,2
12972,18180,977,2050,1
12973,21600,3555,3593,6
12974,17460,3177,2587,1
12975,8429,1725,1711,1
12976,24567,4348,26,4
12977,7034,310,1344,1
12978,30854,1485,26,2
12979,1622,433,6,2
12980,19385,3160,2587,2
12981,3722,860,761,2
12982,33575,5532,5491,4
12983,13079,2453,2465,1
12984,4485,233,722,1
12985,32331,98,5475,-1
12986,14426,2672,1486,1
12987,24061,3759,4191,1
12988,11612,864,1853,2
12989,3055,29,184,8
12990,6440,6,1385,1
12991,33842,2247,3623,-10
12992,33619,3728,1970,-10
12993,33358,5532,5609,1
12994,2259,468,321,1
12995,31092,5290,5259,1
12996,24782,3898,4476,2
12997,2116,512,424,2
12998,33900,4768,5494,-1
12999,28215,4806,4477,-10
13000,2436,264,3,3
13001,18645,1981,2839,3
13002,28874,3631,4604,1
13003,7673,1603,1522,10
13004,383,84,119,1
13005,23913,2354,3391,1
13006,25042,4498,4206,1
13007,5909,1227,1012,1
13008,11882,2119,2262,5
13009,11039,2076,2020,1
13010,24590,4171,3623,5
13011,15159,2823,2790,2
13012,2511,168,589,1
13013,25971,3391,4616,-10
13014,5853,1251,1271,1
13015,24011,1512,4323,1
13016,6459,425,1176,1
13017,25689,4577,4586,1
13018,31426,4092,3308,-10
13019,4483,1002,985,2
13020,21046,3733,3902,1
13021,28922,864,507,1
13022,21244,3773,3705,3
13023,15013,2791,2790,1
13024,4989,0,2,6
13025,26721,4577,3819,-10
13026,18894,3463,3150,1
13027,11195,2181,2186,1
13028,32918,3396,5556,8
13029,16424,2587,3032,1
13030,24246,4348,3566,2
13031,11502,2223,2077,1
13032,17023,2592,2858,1
13033,27724,2338,2778,1
13034,31476,5319,5317,3
13035,30538,2077,5201,-2
13036,9150,1469,1732,1
13037,5279,1196,1197,1
13038,1272,290,6,10
13039,14921,1893,2750,1
13040,1297,217,360,5
13041,12574,2295,18,10
13042,2987,285,14,1
13043,17835,3104,3264,-10
13044,31669,4427,3910,3
13045,11798,6,2157,1
13046,2169,217,206,5
13047,33457,3910,5617,-5
13048,31144,5328,176,8
13049,875,128,209,1
13050,33727,5134,5656,1
13051,31069,5314,3888,2
13052,27141,4230,4699,1
13053,33895,4559,5319,2
13054,676,0,75,1
13055,10163,26,2027,1
13056,16046,1907,2973,1
13057,29280,2338,4978,-10
13058,20241,3680,2876,10
13059,19333,506,3496,2
13060,22796,4105,4004,1
13061,20684,3787,1907,1
13062,28923,4917,2264,1
13063,25555,4443,4564,10
13064,17074,3058,2592,10
13065,34628,3275,4206,5
13066,22299,1293,4121,1
13067,5100,165,1127,1
13068,33329,2472,495,1
13069,14380,2355,2247,1
13070,23028,3523,3797,2
13071,30308,5164,2254,1
13072,2379,462,514,2
13073,27685,2413,4314,-1
13074,23572,2196,4304,1
13075,9246,499,18,1
13076,5586,623,482,1
13077,13320,506,2500,1
13078,14938,2773,2718,1
13079,32288,5458,3354,1
13080,25023,4494,2884,1
13081,29261,4979,4978,1
13082,916,205,251,1
13083,32739,5502,5388,2
13084,24662,2062,4455,1
13085,9905,1909,1725,2
13086,9649,867,1935,1
13087,14432,2592,1981,2
13088,35090,4123,1310,5
13089,21979,26,1410,1
13090,13537,2532,506,1
13091,23480,4165,977,5
13092,3057,29,0,8
13093,25464,4556,4555,1
13094,24860,4027,4483,2
13095,8494,1276,1668,1
13096,19763,3154,3603,1
13097,8917,1807,1725,1
13098,19573,3549,1629,1
13099,24312,2511,2185,3
13100,33127,5134,5512,1
13101,7393,1530,1354,3
13102,28010,1786,1981,-4
13103,16651,2587,3083,2
13104,16676,26,3070,1
13105,17469,26,3201,1
13106,1580,106,368,2
13107,24699,3958,864,1
13108,10260,1814,2004,1
13109,12307,264,302,3
13110,19808,2890,1647,1
13111,16835,3115,2587,1
13112,19976,3664,1585,2
13113,4014,726,233,3
13114,32922,3646,5557,2
13115,13856,26,2597,1
13116,24717,3857,2893,1
13117,34408,3638,2778,2
13118,32330,5475,3378,-10
13119,17466,3213,2723,1
13120,12964,1540,2157,1
13121,30157,3826,5138,1
13122,28189,4783,4798,2
13123,20274,3727,3503,1
13124,27887,4274,4466,3
13125,10542,2070,2074,2
13126,21113,2839,2473,1
13127,1102,268,0,3
13128,23261,3415,26,10
13129,341,81,105,1
13130,10754,1798,2086,1
13131,24295,4407,4316,2
13132,10044,2000,1644,4
13133,20358,2557,2587,2
13134,21676,4019,1907,1
13135,31352,5303,3638,1
13136,724,165,6,1
13137,6584,1334,1400,-1
13138,10019,30,1994,1
13139,664,0,95,1
13140,11501,2125,2181,2
13141,19028,3487,3477,8
13142,12302,1585,2016,1
13143,34663,5719,4829,1
13144,19236,3093,688,-1
13145,3030,10,701,1
13146,35466,4123,5870,1
13147,16943,1310,3135,1
13148,18458,3387,2580,1
13149,34975,5364,5688,1
13150,24313,3621,3164,-10
13151,23960,2338,441,1
13152,35234,1998,5844,1
13153,10964,2139,2146,1
13154,34997,2084,5134,2
13155,18485,3305,1507,3
13156,15352,1764,5,2
13157,10406,1975,2047,1
13158,34062,3354,3819,2
13159,16535,2723,2885,1
13160,6405,428,476,3
13161,34367,1310,5692,1
13162,9092,1276,98,5
13163,5107,538,864,1
13164,11649,2093,1176,2
13165,29166,3573,1492,-10
13166,32388,4775,1369,1
13167,11980,1891,1276,2
13168,28734,859,4545,1
13169,1736,95,6,10
13170,20901,3468,2587,4
13171,10788,75,876,1
13172,15561,1907,2796,2
13173,34256,75,3910,1
13174,24561,2884,599,1
13175,11364,1998,2146,2
13176,26268,1764,4653,-10
13177,34380,1764,5734,2
13178,7512,1276,1576,2
13179,34833,4559,2016,1
13180,28313,4836,3659,6
13181,6149,1201,1121,2
13182,17998,3294,3279,2
13183,4373,791,921,2
13184,2922,677,631,-10
13185,13734,506,2572,1
13186,18419,3372,1998,1
13187,15356,2545,2247,3
13188,4157,233,587,2
13189,25093,4316,4494,1
13190,14490,2472,2150,1
13191,32019,3378,3209,4
13192,1875,469,473,1
13193,16716,2433,2857,1
13194,29442,5000,176,1
13195,21384,3523,3964,1
13196,3319,356,0,4
13197,17906,3284,977,6
13198,11247,1901,864,2
13199,6582,1160,23,1
13200,25031,4481,4485,-10
13201,30070,5102,5122,1
13202,26101,4316,4314,3
13203,16271,3011,2979,1
13204,19320,2218,1249,-3
13205,10614,2037,1685,1
13206,20623,2901,646,1
13207,11806,2270,2157,1
13208,28214,4235,4798,1
13209,30180,5146,5147,10
13210,34803,3841,1998,1
13211,24117,3903,2884,1
13212,21017,2443,3896,10
13213,11998,2293,1744,1
13214,16211,1907,2674,3
13215,4053,936,569,10
13216,27745,1764,4776,-8
13217,9721,1945,1942,1
13218,8550,1719,1541,3
13219,20283,2269,3623,1
13220,29954,5104,4092,-10
13221,30002,1998,5113,-10
13222,29396,4135,3674,3
13223,35188,5319,1718,2
13224,33051,4775,4115,5
13225,11691,2237,2218,2
13226,23371,3356,1945,1
13227,21563,3523,549,1
13228,29772,1521,1486,2
13229,15539,551,2705,1
13230,25850,4602,4597,-10
13231,13676,95,1341,-10
13232,25797,4372,4591,-10
13233,30890,1951,5259,5
13234,23324,313,4275,1
13235,29755,3573,1521,3
13236,11638,2020,2249,1
13237,33101,5491,4092,1
13238,23926,2587,4353,1
13239,33068,3356,5472,2
13240,22143,4078,1293,-3
13241,4470,1020,896,1
13242,5682,452,1261,1
13243,24417,4376,4373,1
13244,17864,3281,2587,2
13245,16262,2778,2128,1
13246,32576,3379,5378,-10
13247,22040,3814,4033,1
13248,12126,1981,2203,-10
13249,2673,633,226,1
13250,17843,2218,3279,1
13251,15777,2843,321,1
13252,27757,4778,4765,-10
13253,18022,2077,1804,1
13254,15142,1764,1568,3
13255,15571,2218,882,-5
13256,12063,2077,800,1
13257,20297,2787,2570,1
13258,30915,5218,5276,-10
13259,14210,2509,506,2
13260,8704,1310,3,3
13261,3259,760,496,2
13262,11475,2125,2208,1
13263,26751,3825,3453,2
13264,2731,226,56,2
13265,12884,2247,2436,1
13266,18068,2432,2338,1
13267,4423,513,659,1
13268,1596,423,427,-3
13269,17418,2587,2925,1
13270,15163,1629,2826,1
13271,6715,600,1418,2
13272,20482,2839,1679,1
13273,15317,2819,716,-1
13274,7030,83,43,2
13275,28049,26,4803,4
13276,24252,4092,3503,3
13277,34714,3378,1847,1
13278,19316,3503,3550,1
13279,17025,355,1764,2
13280,30293,5010,5134,2
13281,14375,2580,2598,1
13282,7691,1444,1602,-1
13283,14258,2663,1981,1
13284,9496,1891,10,1
13285,26475,3711,4598,-10
13286,26811,3825,4673,1
13287,15630,750,2602,2
13288,9096,1839,1066,4
13289,19587,2592,3565,1
13290,3708,791,857,3
13291,10591,1797,2074,5
13292,26767,0,3453,2
13293,29126,4936,4935,-1
13294,14952,2783,2782,1
13295,34430,3910,864,-8
13296,5512,452,688,1
13297,7077,1482,1444,1
13298,17334,2140,2071,1
13299,30655,5221,3638,1
13300,8143,1686,26,1
13301,28325,2570,3100,1
13302,19999,2204,3668,-5
13303,4535,1028,186,1
13304,4351,483,972,1
13305,7336,1513,1499,2
13306,4882,1098,1101,6
13307,12945,3,150,1
13308,1129,312,3,1
13309,32927,23,4115,1
13310,19152,1921,1568,1
13311,34046,3564,5703,1
13312,25112,3606,2884,2
13313,15397,2862,1293,1
13314,16100,1629,2938,1
13315,670,160,146,1
13316,3809,497,740,1
13317,20749,3804,3378,1
13318,25998,1764,4582,-10
13319,24004,4115,4345,1
13320,8586,1754,26,1
13321,20308,1998,3680,-10
13322,2473,6,84,5
13323,14543,864,2668,1
13324,24437,4423,4348,1
13325,35279,1594,1998,2
13326,34370,3825,1310,10
13327,10653,1981,2101,1
13328,21453,2001,3659,1
13329,30341,2264,4677,1
13330,34956,1998,313,2
13331,2994,483,183,1
13332,26019,4578,1764,-10
13333,9358,1814,782,1
13334,1784,454,436,1
13335,31838,5222,3751,1
13336,10297,323,1668,3
13337,11613,1853,864,3
13338,6918,1457,30,1
13339,10195,1999,153,1
13340,25181,4489,216,-1
13341,11365,2181,2204,-3
13342,28138,2204,0,2
13343,1564,419,338,1
13344,31017,5158,5303,1
13345,13506,1324,1341,-2
13346,14049,2628,1907,-10
13347,460,6,127,1
13348,32732,3523,4115,1
13349,25282,864,4004,-10
13350,8723,1541,1765,1
13351,14160,2077,1248,1
13352,2965,650,508,2
13353,21409,864,3662,-10
13354,22344,4092,1833,1
13355,849,182,232,1
13356,19249,3530,2587,4
13357,18705,3309,977,2
13358,1311,364,248,1
13359,1905,217,302,4
13360,12099,2292,1276,1
13361,10980,2107,506,1
13362,17008,1981,2940,1
13363,35528,1521,977,3
13364,19461,1521,3583,1
13365,5081,139,999,1
13366,6380,428,1166,2
13367,16664,2723,3523,1
13368,21105,3412,1157,-10
13369,30385,2338,5173,1
13370,21177,3929,3927,2
13371,34255,5502,5715,1
13372,15674,2139,2850,3
13373,5211,632,529,3
13374,1136,103,245,1
13375,8129,1512,1519,3
13376,18427,3383,2387,10
13377,19878,3656,3655,10
13378,4334,409,994,1
13379,21458,3659,108,1
13380,32777,5521,5513,1
13381,22576,3659,2765,1
13382,11479,1293,406,1
13383,14026,2627,98,-10
13384,5897,1251,1012,2
13385,30830,2938,3573,2
13386,10990,2077,1721,1
13387,4532,104,493,5
13388,20168,2214,3668,-10
13389,26238,4335,3456,-10
13390,16420,815,2446,-10
13391,16125,2718,2986,1
13392,12814,26,452,3
13393,14768,1907,2751,3
13394,30986,5269,5301,-10
13395,13028,2349,664,1
13396,10953,6,1742,1
13397,19885,3659,216,2
13398,24493,3958,4403,1
13399,23853,3518,4340,1
13400,24134,3452,4115,1
13401,1785,436,454,1
13402,5338,1206,89,1
13403,943,257,189,1
13404,3548,822,350,2
13405,5065,587,232,1
13406,30729,2077,5247,-2
13407,181,50,26,1
13408,9217,841,139,10
13409,26609,3716,4598,-10
13410,30857,4092,3995,-10
13411,14243,2662,2656,1
13412,34893,2338,5781,-4
13413,18219,2587,3344,1
13414,9448,497,864,2
13415,14272,2302,2664,-10
13416,15084,2790,2668,1
13417,573,164,104,1
13418,19480,2017,3518,3
13419,5776,428,1012,3
13420,27951,3819,1643,1
13421,22655,4167,4135,1
13422,18571,3247,1354,1
13423,28596,1293,3643,8
13424,32088,3125,4413,1
13425,26986,3062,3436,1
13426,29690,4807,3496,-5
13427,29092,3378,4936,1
13428,6318,1359,896,1
13429,14257,1981,2663,1
13430,29643,977,3637,2
13431,20503,3760,3751,1
13432,29308,163,4056,1
13433,31164,5333,1893,1
13434,15698,2247,264,4
13435,5779,1275,482,1
13436,32307,3819,2347,1
13437,10144,1981,1522,1
13438,1727,106,41,1
13439,5143,495,313,1
13440,22608,4122,3448,1
13441,31734,1998,1981,-10
13442,10025,1500,1765,2
13443,25126,2587,4509,1
13444,13277,2218,2464,-10
13445,10127,500,30,1
13446,34361,5702,3564,1
13447,15153,1981,1986,7
13448,19647,2218,2839,-8
13449,27317,4115,4723,1
13450,30853,26,1485,2
13451,1022,16,66,8
13452,12378,1629,2218,1
13453,30619,5181,3910,2
13454,2613,216,255,1
13455,31415,3638,5309,2
13456,34314,3819,2884,2
13457,17857,1277,1610,10
13458,25330,977,1865,1
13459,34974,4465,3751,2
13460,20486,1447,977,1
13461,18722,3356,3363,-10
13462,32254,3646,5427,1
13463,12210,1814,1804,4
13464,19223,3521,2338,2
13465,13767,41,2538,1
13466,33913,0,864,-5
13467,33169,3910,5512,1
13468,14654,2347,510,1
13469,24525,4135,26,1
13470,34419,3564,5531,1
13471,3497,306,797,1
13472,3746,734,106,1
13473,7258,1306,1341,1
13474,2723,106,639,1
13475,11535,736,1902,5
13476,4009,927,729,2
13477,23378,323,1981,-10
13478,28604,859,2570,1
13479,26033,26,3352,5
13480,378,116,81,1
13481,26808,3825,2545,2
13482,23027,2587,1945,2
13483,22529,3848,3670,1
13484,25368,2884,4541,2
13485,132,23,17,1
13486,10797,1647,1668,3
13487,14297,1981,2670,1
13488,6379,1310,428,2
13489,29754,1521,3573,3
13490,7602,0,139,7
13491,17509,2669,977,2
13492,30013,0,4092,1
13493,27159,4223,3062,10
13494,32782,3910,5534,-1
13495,5091,1121,1027,1
13496,31991,86,5438,3
13497,11631,2020,2221,2
13498,31844,4092,3800,2
13499,1520,357,2,3
13500,30846,2077,1521,1
13501,31516,3819,321,1
13502,33566,977,5632,-10
13503,32059,505,86,3
13504,31198,5338,4830,1
13505,35308,4444,5851,-10
13506,24324,1277,1981,-10
13507,16916,1981,313,1
13508,20346,3662,2958,2
13509,3808,877,482,1
13510,31310,5158,4521,1
13511,20879,3751,3743,2
13512,19265,3391,1965,1
13513,23226,3150,2707,2
13514,25763,4593,4594,1
13515,29263,4975,4979,2
13516,11226,506,1844,3
13517,24093,4196,98,7
13518,30442,4279,4502,1
13519,6349,1358,1375,1
13520,32328,3800,5388,1
13521,3011,696,238,1
13522,4695,1066,45,1
13523,8867,1444,1801,1
13524,4691,1065,1051,1
13525,14446,2699,2684,1
13526,16719,2857,2433,1
13527,973,266,242,1
13528,34666,5363,2084,1
13529,32070,3497,5064,2
13530,23589,4268,4307,10
13531,25231,4524,4519,-10
13532,13827,2581,2584,-1
13533,23869,1773,2727,3
13534,33872,4206,4427,3
13535,30878,4423,5162,1
13536,6776,1293,1437,1
13537,3688,691,454,2
13538,31118,864,4521,1
13539,6633,1344,1352,1
13540,34001,1310,3825,1
13541,12554,26,2358,1
13542,10336,1341,1276,7
13543,21477,108,2587,3
13544,28492,4871,3638,1
13545,13123,1647,1540,1
13546,12842,3,1160,8
13547,32359,5433,2570,4
13548,3216,284,749,1
13549,33887,1907,5319,1
13550,31875,3800,5414,2
13551,29928,4471,5105,-10
13552,8132,1599,26,5
13553,9073,1667,960,6
13554,17593,26,3235,1
13555,28706,3100,4471,1
13556,3622,646,810,1
13557,24343,4115,4363,1
13558,4613,1049,334,1
13559,33508,3690,1469,1
13560,26970,3062,4271,1
13561,14196,1344,2648,-10
13562,27278,4689,4092,2
13563,331,1,2,8
13564,11845,2278,1893,1
13565,22384,2953,3825,1
13566,12866,26,2412,1
13567,16025,2915,2707,1
13568,12338,2297,1981,1
13569,29694,26,5043,1
13570,35376,4444,3378,2
13571,23441,3580,234,2
13572,7977,1522,1652,1
13573,17539,977,3226,1
13574,22367,3659,4129,1
13575,7251,1341,1514,1
13576,14982,2669,2535,1
13577,19704,3007,1907,2
13578,21152,26,3924,4
13579,12845,1324,1011,1
13580,21725,3150,3577,1
13581,15280,1907,2028,2
13582,30080,3826,5125,1
13583,15447,52,2348,1
13584,31174,2077,5337,-1
13585,14695,26,2723,1
13586,25444,4338,3573,1
13587,4070,729,376,4
13588,18125,3150,1576,1
13589,22387,3282,3962,1
13590,27943,3825,2953,2
13591,35088,4559,5722,3
13592,33067,3564,4973,2
13593,13253,2210,1341,-10
13594,21173,3928,3593,1
13595,8501,1725,264,2
13596,9783,269,1871,-10
13597,32169,2592,3823,2
13598,10392,1430,1814,1
13599,18335,26,3362,1
13600,31530,2778,2669,-1
13601,24173,2587,3903,3
13602,11987,2292,0,1
13603,31833,5356,505,1
13604,15439,2819,557,-1
13605,16170,482,1647,1
13606,19003,3372,2803,1
13607,28469,26,4797,3
13608,5734,1012,75,3
13609,10538,1144,2079,1
13610,496,143,110,1
13611,21354,3936,3912,10
13612,27721,4604,2182,1
13613,22442,4092,1585,1
13614,32513,5471,24,3
13615,24748,4115,4474,1
13616,13935,2020,2615,-10
13617,17553,1981,3117,3
13618,7159,1276,1498,1
13619,19252,1465,3530,1
13620,10230,2032,2034,10
13621,6179,1342,1343,1
13622,27515,2247,4559,1
13623,29999,1998,5105,-10
13624,3904,897,882,1
13625,2368,258,572,5
13626,27988,4092,3908,2
13627,18286,10,3361,1
13628,18866,2062,1344,1
13629,23267,500,3838,1
13630,26732,4617,3819,-10
13631,35390,506,5863,1
13632,20259,646,139,1
13633,4391,1007,964,3
13634,27653,2953,3962,1
13635,13725,2349,1540,1
13636,1135,45,313,1
13637,8653,993,1293,1
13638,19420,977,3392,-10
13639,13647,2247,2557,1
13640,28809,4907,4805,2
13641,34581,4231,3453,1
13642,10756,2020,2120,1
13643,30863,35,1465,1
13644,28782,864,4698,1
13645,3360,738,779,1
13646,19821,1756,3046,1
13647,18712,1572,2247,1
13648,25443,4407,2545,1
13649,3791,874,729,4
13650,23518,4240,4108,1
13651,6036,1304,347,1
13652,1943,112,159,1
13653,7946,1571,1605,5
13654,18908,1907,2724,5
13655,12355,2007,1435,2
13656,4246,317,876,1
13657,19067,98,2446,-10
13658,4576,1039,1037,2
13659,11377,2039,1293,1
13660,23674,3898,4193,2
13661,26283,4611,1764,-10
13662,29246,4975,4977,2
13663,23355,2347,2338,1
13664,2013,496,494,5
13665,22061,3910,1568,2
13666,2954,120,599,2
13667,23493,240,1465,2
13668,13548,2534,26,1
13669,2483,595,594,10
13670,16564,2981,2070,5
13671,26865,3259,26,2
13672,2637,279,630,1
13673,18422,2908,3150,1
13674,30910,5186,5218,2
13675,29667,2328,3802,2
13676,23143,3252,3838,2
13677,32493,5388,5501,1
13678,31346,3670,3555,1
13679,23746,623,3838,1
13680,16519,3056,1853,1
13681,24229,4348,4316,2
13682,9799,1204,10,1
13683,2904,75,671,4
13684,26522,3713,4643,-10
13685,26959,2338,3825,1
13686,30921,2077,5282,-1
13687,9112,864,1843,1
13688,6850,240,6,4
13689,15006,1981,2774,2
13690,7920,1642,1276,1
13691,9119,483,1814,1
13692,27398,4466,4603,1
13693,19001,2765,1310,4
13694,32700,4768,4206,-1
13695,10873,1981,1987,4
13696,19913,3553,3662,2
13697,321,6,42,5
13698,12017,1764,2076,1
13699,29743,4206,3638,6
13700,21885,4057,3751,1
13701,21270,2587,1951,1
13702,32198,5269,2446,-10
13703,23817,3643,4039,2
13704,15146,1847,2801,2
13705,21135,2587,2500,3
13706,6719,1423,1211,1
13707,35331,5858,24,1
13708,23136,4235,26,1
13709,33535,4092,5509,-10
13710,28609,1293,3638,1
13711,18117,1277,2218,2
13712,10577,1276,1163,1
13713,23773,4294,3838,1
13714,30456,3728,5135,1
13715,29107,4956,4299,1
13716,13515,1522,2336,1
13717,2865,483,544,1
13718,16892,1813,1647,1
13719,34364,35,69,2
13720,23258,1465,3838,4
13721,2200,526,525,1
13722,34318,1310,3631,4
13723,19327,3552,3465,6
13724,284,41,81,1
13725,4073,940,941,1
13726,6941,1261,506,2
13727,8709,1512,1541,6
13728,25209,2884,4524,1
13729,15228,2837,2580,1
13730,34812,1764,3258,4
13731,18882,2128,3199,1
13732,6902,1452,1434,1
13733,5039,876,300,3
13734,24094,4219,98,10
13735,14797,2420,2707,1
13736,8607,26,1054,1
13737,27742,41,2884,2
13738,23123,3150,3145,8
13739,28450,4471,4801,2
13740,35062,86,5820,-10
13741,35254,5841,1764,1
13742,20145,1369,3577,1
13743,18143,2387,132,2
13744,26039,3378,3819,1
13745,32985,5565,3800,1
13746,24462,2247,4364,-7
13747,12844,2423,2032,1
13748,26397,4585,4661,-10
13749,22385,2953,4122,1
13750,6444,111,57,1
13751,942,189,257,1
13752,5442,1198,1225,1
13753,33241,3391,1610,-10
13754,623,105,114,1
13755,35094,5134,35,5
13756,12832,947,2424,1
13757,23305,98,4264,-1
13758,32685,5522,1689,1
13759,19160,3441,2570,2
13760,27070,3062,3667,1
13761,6978,1435,307,1
13762,11923,2020,1921,2
13763,6173,896,587,2
13764,22974,2953,4214,1
13765,4669,840,6,2
13766,13340,202,1853,2
13767,32895,1689,5388,1
13768,26964,2511,4396,2
13769,35063,2016,5821,1
13770,5632,223,1178,1
13771,1421,217,299,4
13772,22257,3659,4008,1
13773,26056,451,4199,3
13774,6574,269,1351,-10
13775,35121,5134,4123,1
13776,23181,4246,1057,4
13777,15119,2810,321,-10
13778,32903,4115,23,1
13779,12691,2384,1839,1
13780,3361,779,738,1
13781,23778,2354,3623,1
13782,22488,3659,4144,1
13783,2580,620,106,5
13784,15507,2720,2669,1
13785,17820,3276,2077,1
13786,22100,3555,3956,2
13787,15602,2903,2707,1
13788,23815,4248,3643,1
13789,4986,585,1035,1
13790,19098,1902,3497,1
13791,18004,3167,26,6
13792,2761,606,310,1
13793,16939,3134,1230,10
13794,23038,2587,4224,1
13795,18858,292,3069,1
13796,19665,272,3549,1
13797,12439,264,1804,3
13798,16668,2884,1756,1
13799,9810,1947,1794,2
13800,22652,1293,4161,1
13801,23415,3763,506,2
13802,34915,5319,5806,1
13803,15861,2587,2931,2
13804,8767,1774,864,2
13805,1494,406,258,1
13806,14940,2623,41,1
13807,3217,728,165,1
13808,26640,3717,4653,-10
13809,13595,1764,2543,-10
13810,16795,1293,1541,2
13811,34769,5317,5787,1
13812,22887,264,4018,3
13813,13064,1459,1685,2
13814,33937,5512,3579,2
13815,32759,4768,5478,1
13816,34791,5793,4115,1
13817,31485,5319,5370,9
13818,2504,565,120,1
13819,24052,1293,4365,1
13820,13552,2511,2534,1
13821,29665,4850,4878,1
13822,25527,4434,4563,1
13823,17563,2723,977,1
13824,20336,2587,3092,2
13825,20908,3809,2570,2
13826,28448,499,4471,1
13827,1106,217,228,6
13828,22330,4044,864,1
13829,765,42,203,5
13830,14352,1344,2620,-10
13831,8077,41,1522,3
13832,8195,1647,1585,1
13833,20433,1512,2570,1
13834,25717,1764,4591,-10
13835,910,97,163,1
13836,27269,4715,4115,1
13837,33851,5413,2884,1
13838,20442,3659,3577,1
13839,14178,2645,2644,5
13840,31089,5259,5290,2
13841,2857,98,21,1
13842,29941,5100,1998,-10
13843,23507,2587,4293,2
13844,16858,3115,1217,1
13845,3990,362,920,1
13846,13699,2567,2568,9
13847,29399,3642,4972,1
13848,5671,230,1260,1
13849,3563,334,797,1
13850,1919,481,188,1
13851,7834,1585,1618,2
13852,892,240,241,1
13853,27743,4039,3728,2
13854,33335,4206,5512,1
13855,28938,4845,3751,2
13856,8617,1668,1324,1
13857,32109,2876,5447,-10
13858,2125,217,233,6
13859,17923,2968,2580,2
13860,22349,4089,3838,1
13861,16118,1277,2960,1
13862,30134,5135,5138,1
13863,3052,592,704,1
13864,34989,4115,1275,1
13865,24124,4376,3470,1
13866,6545,230,1142,3
13867,32103,5378,4788,2
13868,7357,734,1312,8
13869,6616,1121,1406,1
13870,17087,2433,3160,1
13871,415,30,124,1
13872,22230,2254,313,2
13873,28777,4885,4875,-10
13874,35267,5846,5845,1
13875,5874,1121,1291,1
13876,3045,106,702,1
13877,27014,3062,4255,1
13878,12434,1866,26,5
13879,34995,5816,5134,1
13880,30283,3649,3372,1
13881,5346,867,1053,1
13882,7840,1522,1568,2
13883,4033,506,929,1
13884,5912,1297,896,1
13885,31963,4521,1685,1
13886,21698,3464,3439,1
13887,19715,3593,3628,1
13888,20140,3694,3643,1
13889,34784,2876,5790,-1
13890,28003,3573,24,5
13891,30108,3728,1293,1
13892,13225,2486,1970,1
13893,14061,2612,2618,-10
13894,10944,163,1985,1
13895,3916,882,879,10
13896,32641,1998,4427,1
13897,34844,977,5758,3
13898,34407,1310,977,1
13899,974,42,189,2
13900,7384,1522,1552,1
13901,8012,1541,313,1
13902,22479,1853,3659,1
13903,24429,4333,4425,1
13904,2173,428,106,1
13905,14234,1540,2150,1
13906,18095,2338,3219,1
13907,16121,1176,17,10
13908,29350,4986,1377,4
13909,26974,3062,4027,1
13910,16738,2218,1970,-10
13911,13339,2484,1685,2
13912,10895,6,1936,2
13913,20084,1907,3689,1
13914,18186,3338,1902,1
13915,34000,5693,3378,1
13916,2429,526,493,1
13917,20022,3681,3680,10
13918,20470,3577,3623,1
13919,2294,461,551,1
13920,35203,5363,3728,3
13921,30645,2269,5218,1
13922,11510,2226,2077,1
13923,2713,609,6,3
13924,3587,823,830,2
13925,26326,4589,1521,-10
13926,12733,2411,1981,4
13927,29832,2077,5023,-10
13928,31781,1521,5411,1
13929,2868,530,600,1
13930,1241,208,343,1
13931,31884,5431,3564,1
13932,10409,1764,855,1
13933,28209,4798,4115,1
13934,17901,441,3271,-5
13935,15191,1293,18,-10
13936,8604,1725,1658,1
13937,4738,912,934,1
13938,15828,2655,2934,-10
13939,30520,2062,1965,1
13940,34541,5479,5719,3
13941,3998,893,791,7
13942,24652,3160,3573,1
13943,4835,1051,995,1
13944,26471,3711,4443,-10
13945,29994,1998,5100,-10
13946,31925,5379,2446,-10
13947,24826,3503,4314,1
13948,17406,2587,3117,4
13949,1558,376,159,1
13950,19312,3516,2587,10
13951,28856,4170,977,2
13952,3929,6,907,2
13953,13826,1571,1927,1
13954,26513,3713,4590,-10
13955,2564,615,21,1
13956,14540,1813,2592,3
13957,14667,2741,2320,2
13958,10469,2055,1814,3
13959,15117,2778,2677,1
13960,20191,2783,3668,-10
13961,25973,864,3391,1
13962,4744,1063,1072,1
13963,20873,3833,3834,3
13964,28291,2147,506,1
13965,26967,3062,3893,1
13966,34876,26,5802,1
13967,7452,226,1519,1
13968,19824,2587,3649,1
13969,7519,1541,1577,1
13970,26073,4583,4341,-10
13971,24582,4409,4135,1
13972,6188,1341,1328,1
13973,9211,1858,1725,1
13974,34529,4444,5150,-10
13975,21108,3577,3915,-10
13976,26848,4479,2545,1
13977,10356,1435,1800,5
13978,24408,4039,2354,1
13979,14988,1354,829,2
13980,12598,2384,1981,1
13981,28508,3926,4471,6
13982,17970,2857,3191,1
